,MSE,R2
0,405.562824380802,0.8586033475838247
1,408.9237236308388,0.857431593481883
2,408.4834469895168,0.8575850928646606
3,402.30252028960894,0.8597400298846675
4,402.7934423234599,0.8595688733387246
5,403.1506292944574,0.8594443425904666
6,407.1058976817273,0.8580653658308948
7,406.7247096006218,0.8581982643989318
8,405.9471705329205,0.8584693479763371
9,408.0197528541093,0.8577467565935581
10,396.7154101253129,0.8616879369077483
11,405.64738010062285,0.8585738678213648
12,409.4576891062218,0.8572454301400131
13,405.7482570787231,0.8585386977659462
14,408.3395420253123,0.8576352643275792
15,406.58277006131686,0.8582477506301558
16,403.7791928473527,0.8592251982881113
17,404.2211188868562,0.8590711238541522
18,403.04186437385147,0.8594822627220702
19,405.506132949517,0.8586231126562685
20,404.67829898110153,0.8589117312003104
21,401.88696089106605,0.8598849117730006
22,403.1441973946981,0.8594465850274948
23,399.09949192473584,0.8608567434026744
24,402.2463681079065,0.8597596069515022
25,399.7883675157934,0.8606165717285189
26,407.22278617267546,0.8580246134731033
27,401.8636849660738,0.8598930267620429
28,403.51680180987535,0.8593166790947655
29,407.73745640564687,0.8578451772830346
30,406.57461943960425,0.8582505922876156
31,402.4754545065698,0.8596797375750757
32,408.2392757902624,0.8576702214516896
33,398.6341852507723,0.861018969331902
34,397.97343554714456,0.86124933511141
35,405.2298559360587,0.8587194347116792
36,399.23331310088815,0.8608100875821878
37,402.5326225245297,0.859659806344009
38,403.84414380059854,0.8592025535908951
39,406.5842035934704,0.8582472508391605
40,404.3836558021499,0.8590144564913295
41,399.1444088787831,0.860841083419665
42,407.3003873955722,0.8579975583475312
43,403.23315439335937,0.859415570789839
44,404.2377927013984,0.8590653106449092
45,402.5228510884189,0.8596632130871134
46,407.1704479024087,0.8580428608462946
47,409.4729148408079,0.8572401217937554
48,401.2278974499811,0.8601146896488244
49,404.9290739816255,0.8588243002439897
50,406.03280472349616,0.8584394922125642
51,408.64773672469096,0.8575278143934018
52,404.7140254974039,0.8588992753993742
53,400.424161946262,0.8603949064310885
54,402.051798952498,0.8598274421316132
55,402.3323729892056,0.8597296219489918
56,406.328864870895,0.8583362729053707
57,408.84039625499537,0.8574606449907753
58,401.91206268095993,0.8598761602088847
59,403.51075769345016,0.8593187863338366
60,403.0677320686634,0.8594732441305419
61,403.4195493582011,0.8593505854843044
62,404.6189983127258,0.8589324059650825
63,401.5812892694182,0.8599914820537102
64,406.4860337313202,0.8582814770774687
65,406.2739778332975,0.8583554088885298
66,408.0878074948212,0.8577230298173362
67,410.0699910613629,0.8570319553303901
68,404.89247534401983,0.8588370601039407
69,402.52805624423104,0.8596613983458135
70,404.6420192547899,0.8589243798740612
71,403.2393056612916,0.8594134261931418
72,396.412113497284,0.8617936791634836
73,407.9595051935362,0.8577677615205604
74,407.0813293149717,0.858073931420751
75,402.8674201359559,0.8595430814899376
76,410.0987938354335,0.8570219134439325
77,404.812612108776,0.858864903864354
78,400.85037146786,0.8602463114515712
79,401.0650223877599,0.8601714749042169
80,408.526115570248,0.8575702167613394
81,405.9669503495887,0.8584624518810982
82,411.3991981073349,0.856568536556849
83,401.5831321403262,0.8599908395496109
84,402.1909575372645,0.8597789254608088
85,405.92578657932114,0.858476803342738
86,404.0032247762951,0.8591470911173291
87,399.510348299145,0.8607135011909307
88,405.50458735776016,0.8586236515160635
89,399.2607056306129,0.8608005373675935
90,406.846796203202,0.8581556997557447
91,402.4274385361437,0.859696478008549
92,403.2565790652421,0.85940740394123
93,405.07407724173504,0.8587737458678577
94,408.6183718615503,0.8575380522482965
95,411.52443429294885,0.8565248738334862
96,403.923722848687,0.8591748089103531
97,404.1073412690872,0.8591107916276888
98,402.6879357238873,0.8596056574794064
99,406.808726064702,0.8581689726442279
100,401.8195251545491,0.8599084227725882
101,405.2655630034855,0.8587069856914578
102,409.8355817805582,0.8571136804925809
103,406.29870721448856,0.8583467871621128
104,403.7180284126695,0.8592465228420181
105,406.4352068016362,0.8582991975322981
106,404.1039463103484,0.8591119752563942
107,406.10385423320656,0.8584147212961366
108,397.9085099731984,0.86127197096031
109,407.3082327157573,0.8579948231313215
110,403.4248299148433,0.8593487444550305
111,405.121278440432,0.8587572894988698
112,401.9976486972485,0.8598463212407412
113,408.44213082610446,0.8575994974571084
114,411.6726238276227,0.8564732085849319
115,410.18826727130926,0.8569907191540408
116,401.7619398663665,0.8599284994820101
117,410.9553170072983,0.8567232926090385
118,407.4364390071671,0.8579501249012711
119,400.52982570358137,0.8603580674984533
120,400.7453502824639,0.8602829263559832
121,400.5251498212797,0.8603596977122323
122,403.0835201114453,0.8594677397394503
123,404.3027562074381,0.8590426615712491
