,MSE,MSEoriginal
0,0.1976832594287747,77.561278313868
1,0.1935535363966411,75.94098193589093
2,0.1966298022337995,77.14795895789558
3,0.2099345919085165,82.3681162918377
4,0.1962362316309569,76.99354053958862
5,0.1957633721477455,76.80801027255532
6,0.2088416809966803,81.93930071334476
7,0.1938065788208084,76.04025572629459
8,0.1976442498195733,77.54597573989317
9,0.1939946451052206,76.11404098162197
10,0.2014629472757206,79.04424494271059
11,0.1976258655226468,77.5387647792119
12,0.201189677707531,78.93702735623593
13,0.2019001689568376,79.21578578159964
14,0.2036491078938766,79.90198734334129
15,0.2024666891519168,79.43806279246328
16,0.195645606104471,76.76180505341728
17,0.2004090032007493,78.63072306962185
18,0.2050047084067167,80.43386020318019
19,0.1913714937117511,75.08485449987396
20,0.2012669325067956,78.9673372349356
21,0.2010194406039552,78.87023781017875
22,0.1971185137022766,77.33970075329302
23,0.2006763972081378,78.7356383709416
24,0.1957184606833249,76.79038812878385
25,0.2002874311111201,78.58303437272585
26,0.19384346927594,76.05473074709244
27,0.2033942699597479,79.80200572401233
28,0.1930938594968667,75.76062352316173
29,0.1938383324320128,76.05272418188214
30,0.195972705918097,76.8901411891695
31,0.2016901732661085,79.13339400024977
32,0.1979567047008364,77.66856180842612
33,0.201564439139676,79.08407001495401
34,0.182931905167989,71.77357025862541
35,0.2030385446792232,79.66243615296061
36,0.2140886903049751,83.99797268198517
37,0.1955034515655369,76.7060266280485
38,0.2053140017314016,80.5552074600898
39,0.1944142171548186,76.27866306733068
40,0.1931935038508633,75.7997209946489
41,0.2023685004922825,79.39953705926808
42,0.2035822427432885,79.875757207515
43,0.1959898871485605,76.89688304826312
44,0.2014524535940968,79.0401300748598
45,0.2024652973111079,79.43751899879524
46,0.1971818358902215,77.36454828283269
47,0.2036286593081859,79.89396205988413
48,0.2094016037379896,82.1589892696694
49,0.1970945617999314,77.33030425691946
50,0.2027849058032348,79.56291781977386
51,0.1998807045589881,78.42345316113736
52,0.1972782157464039,77.40235977193325
53,0.1939711250553998,76.10481922991882
54,0.2036964434830147,79.92055410179762
55,0.1936418637522684,75.97563503417712
56,0.2018870978044048,79.2106623696116
57,0.2045141507046639,80.24138525439908
58,0.1997653775499859,78.37820405212021
