,MSE,R2
0,342.47403416921304,0.8805988146351369
1,332.6407465868494,0.8840271218240775
2,341.1167133285768,0.8810720350872671
3,336.26886461224353,0.8827622037583136
4,334.19753183070014,0.883484359497803
5,336.91429180891595,0.8825371800640754
6,332.58174004062545,0.8840476940452111
7,334.2168643346775,0.8834776193550165
8,333.522079896096,0.8837198511076834
9,334.253318616637,0.8834649098236556
10,341.71081885765676,0.8808649043347823
11,333.90573248654397,0.8835860933056388
12,337.7560463784841,0.8822437081994521
13,332.1542553650685,0.8841967335982699
14,337.07147752247323,0.8824823783604464
15,336.47328891395125,0.8826909326501243
16,341.2351945834479,0.8810307274234337
17,336.6782138121977,0.8826194870124404
18,330.7812219132734,0.8846754321427818
19,334.7090161844547,0.8833060340423213
20,338.07630506490585,0.882132052240264
21,334.5080360273563,0.8833761043734942
22,334.50075152846756,0.8833786440632673
23,337.0006629669809,0.8825070673617232
24,338.9441707552917,0.8818294769153319
25,340.2749506739437,0.881365509770692
26,336.95146719026667,0.882524219126437
27,334.5591050119494,0.8833582995279077
28,340.5850450952428,0.8812573975117058
29,335.4608680216141,0.8830439061388341
30,332.93967074719575,0.8839229039987286
31,332.53653559263586,0.8840634542609799
32,339.0073002136538,0.8818074672696133
33,332.51906710539305,0.8840695445273219
34,332.7795029549026,0.8839787453833272
35,335.43616034083084,0.8830525202995552
36,337.77585438900894,0.8822368022746215
37,340.71675393003176,0.881211478144315
38,332.95779837310835,0.8839165839282829
39,341.9900449831697,0.8807675540920056
40,336.57248431676175,0.8826563488642117
41,339.2407502674922,0.8817260765352196
42,336.72515738714554,0.8826031204621774
43,337.9498690993029,0.8821761332585589
44,334.6443012645668,0.883328596448152
45,333.87940407096687,0.8835952725242512
46,336.4900065054412,0.8826851041783537
47,337.6308953441431,0.882287341235417
48,335.9783463335746,0.8828634909315949
49,336.4438037788898,0.8827012124369862
50,333.1288441620752,0.883856950005951
51,333.10474575336684,0.8838653517482091
52,337.975664676479,0.8821671398103419
53,335.56987656202415,0.8830059010708837
54,339.1724770026132,0.8817498795332339
55,339.02377257870825,0.8818017242943305
56,335.216625842922,0.8831290594723493
57,335.30963995484274,0.8830966307504291
58,337.61386206230685,0.8822932797704268
59,330.93075878179076,0.8846232971556723
60,341.8171935844492,0.880827817527595
61,332.1313166542219,0.8842047310199502
62,337.504107881054,0.8823315448008608
63,339.7787707512272,0.8815384994429465
64,334.7832484074887,0.8832801534950733
65,328.13383794889313,0.8855984241127562
66,338.78736417786797,0.88188414643579
67,342.47387248561273,0.8805988710049975
68,336.40649003669455,0.8827142216131689
69,334.205277494658,0.8834816590260424
70,343.3275817953404,0.8803012312035281
71,333.5582621155372,0.8837072364290234
72,338.77625406858107,0.8818880198979683
73,337.8133926353786,0.8822237148266229
74,332.04583936941555,0.88423453207962
75,335.419706239438,0.8830582569073397
76,340.46496808859183,0.8812992615232766
77,335.2521048562366,0.883116689961605
78,339.27788990402235,0.8817131280597638
79,334.03146645978296,0.8835422570320896
80,335.2684570736791,0.8831109888749497
81,337.0772773466878,0.8824803562921522
82,334.2886558950505,0.8834525897277966
83,336.93975027282255,0.8825283041480505
84,334.2577300359187,0.8834633718130654
85,341.01200346465214,0.8811085414516177
86,334.358665727149,0.8834281812877232
87,338.17566606831474,0.8820974107188568
88,330.8827087028854,0.8846400494808292
89,338.32768004656236,0.8820444121047026
90,342.57460808257053,0.8805637502411288
91,337.99935426086097,0.8821588806018361
92,335.0323430905459,0.8831933083697274
93,335.82597524156876,0.8829166140509723
94,338.1037999226007,0.8821224663497361
95,334.6557920384068,0.88332459026993
96,337.31903644883533,0.88239606866597
97,338.7403852395808,0.881900525315235
98,332.7280943626077,0.8839966686307724
99,337.0469799383116,0.8824909192724445
100,334.5438841389424,0.8833636061792096
101,339.02409552808234,0.8818016117002818
102,338.7769593587298,0.881887774003473
103,338.7380600129932,0.8819013359892807
104,337.7125041054531,0.882258888909505
105,330.7971256225207,0.8846698874253832
106,333.3160273796797,0.883791689881584
107,339.10814640084146,0.8817723079492317
108,339.8027701782029,0.8815301322099797
109,340.05611602713077,0.8814418049452787
110,335.3784762331141,0.883072631461719
111,339.9007110253668,0.8814959858161505
112,330.7898322018192,0.8846724302256841
113,332.69894329154624,0.8840068319485487
114,338.68815590999924,0.8819187347070155
115,335.54633815764765,0.8830141075715341
116,340.63317140054335,0.8812406186107475
117,332.35472433230575,0.8841268414898795
118,334.9662414250001,0.8832163542547677
119,337.40850374594805,0.8823648765163152
120,341.26019629148436,0.8810220107521598
121,334.214622783612,0.8834784008561745
122,336.3312754453103,0.8827404446562962
123,336.2663067344005,0.8827630955445981
124,339.627705713994,0.8815911672154291
125,338.95369090817513,0.8818261577803735
126,334.19473994832913,0.8834853328681355
127,340.62104879492364,0.8812448450727163
128,336.05788188576,0.8828357614155963
129,333.594607592978,0.8836945648315997
130,338.95571656772125,0.8818254515482893
131,334.68191943261667,0.8833154811360165
