,Operator,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Latitude,Longitude,SPACING_CAPPED,12 month Cum Prod,Year Fracd,Month Fracd,Day Fracd,Formation,Compl. Type
799,Operator 1,11147.0,37,153,101,6,3841831.0,64611.0,20131121.0,48.1093578649593,-103.729540558393,660.0,36.48,2013,11,21,TFH,P & P
800,Operator 1,9343.0,30,153,99,17,2859230.0,66034.0,20131123.0,48.0813726726149,-103.440745765427,241.71816,102.26,2013,11,23,TFH,P & P
801,Operator 1,9344.0,30,153,99,17,4491440.0,96441.0,20131123.0,48.0813728655213,-103.440561539793,334.738255,179.75,2013,11,23,MBH,P & P
802,Operator 1,9395.0,30,152,99,16,2736980.0,56996.0,20131124.0,47.9919301388998,-103.355202402944,108.79808,134.44,2013,11,24,MBH,P & P
803,Operator 1,9308.0,30,152,99,16,2725660.0,58365.0,20131125.0,47.9919298278124,-103.355018446607,113.105305,18.32,2013,11,25,TF2,P & P
804,Operator 1,9782.0,30,153,99,17,3655097.0,80777.0,20131128.0,48.0813724797085,-103.440929991061,398.27382,129.26,2013,11,28,MBH,P & P
805,Operator 1,9562.0,30,143,99,1,2016820.0,62861.0,20131129.0,47.2402083024695,-103.166578031637,660.0,48.43,2013,11,29,MBH,P & P
806,Operator 1,10440.0,30,152,94,3,5714490.0,89684.0,20131129.0,48.0225623445838,-102.686631244989,660.0,129.86,2013,11,29,MBH,P & P
807,Operator 1,10353.0,30,152,94,3,5716428.0,90820.0,20131130.0,48.0225620572774,-102.686447225288,658.657275,92.3,2013,11,30,TF2,P & P
808,Operator 1,9509.0,29,152,99,16,2518970.0,54956.0,20131212.0,47.9919295167251,-103.354834490271,159.15164,50.43,2013,12,12,TFH,P & P
809,Operator 1,12279.0,40,153,101,6,4810703.0,62806.0,20131213.0,48.1093581081308,-103.729356234445,660.0,66.58,2013,12,13,MBH,P & P
810,Operator 1,11720.0,38,153,101,6,3764730.0,72511.0,20131214.0,48.1093583513022,-103.729171910498,660.0,54.4,2013,12,14,TFH,P & P
811,Operator 1,9453.0,30,152,99,16,2483670.0,48048.0,20131214.0,47.9919285834629,-103.354282621263,159.656785,22.21,2013,12,14,TF2,P & P
812,Operator 1,9467.0,30,152,99,16,2678288.0,48584.0,20131214.0,47.9919292056377,-103.354650533935,161.973025,12.5,2013,12,14,TF3,P & P
813,Operator 1,9420.0,30,140,97,5,2759382.0,59971.0,20131214.0,46.968660921402,-102.937192117615,660.0,77.42,2013,12,14,TFH,P & P
814,Operator 1,9818.0,30,159,95,20,4061258.0,68485.0,20131217.0,48.5887282362061,-102.981735196917,552.78029,54.06,2013,12,17,TFH,P & P
815,Operator 1,9572.0,30,151,99,2,3638478.0,86550.0,20131219.0,47.9337622540064,-103.312304681297,636.528935,119.9,2013,12,19,TFH,P & P
816,Operator 1,9414.0,30,151,99,2,3644081.0,88199.0,20131219.0,47.9337614852383,-103.312120945709,636.528935,166.23,2013,12,19,MBH,P & P
817,Operator 1,9363.0,30,152,99,16,2759980.0,50191.0,20131226.0,47.9919288945503,-103.354466577599,157.99352,96.89,2013,12,26,MBH,P & P
818,Operator 1,10461.0,34,153,101,6,3970133.0,59949.0,20131228.0,48.109359918407,-103.72798404506,660.0,58.17,2013,12,28,MBH,P & P
819,Operator 1,9599.0,30,153,101,6,3483041.0,58554.0,20131228.0,48.1093601615785,-103.727799721112,660.0,33.09,2013,12,28,TFH,P & P
820,Operator 1,9821.0,30,161,95,31,3181152.0,47855.0,20140101.0,48.7212409212741,-103.06112062973,656.781315,48.3,2014,1,1,MBH,P & P
821,Operator 1,9689.0,30,146,96,7,5438589.0,97782.0,20140102.0,47.4871241348448,-102.968115077992,660.0,89.06,2014,1,2,MBH,P & P
822,Operator 1,8281.0,30,155,97,20,5914608.0,120199.0,20140104.0,48.2309110232241,-103.189954627952,651.71092,90.38,2014,1,4,TFH,P & P
823,Operator 1,9415.0,30,152,99,16,2750220.0,54774.0,20140108.0,47.9915845727802,-103.358345751405,114.23852,98.35,2014,1,8,MBH,P & P
824,Operator 1,9346.0,30,152,99,16,2559870.0,56335.0,20140111.0,47.991556856041,-103.358165928521,144.98296,16.36,2014,1,11,TF3,P & P
825,Operator 1,8605.0,29,153,101,6,3098438.0,53948.0,20140112.0,48.1093606479213,-103.727431073218,524.14225,36.55,2014,1,12,TFH,P & P
826,Operator 1,8801.0,29,153,101,6,3193955.0,48847.0,20140112.0,48.1093604047499,-103.727615397165,660.0,59.26,2014,1,12,MBH,P & P
827,Operator 1,10155.0,29,146,95,32,3994762.0,85165.0,20140114.0,47.4163215222992,-102.813712728371,322.2608,99.33,2014,1,14,MBH,P & P
828,Operator 1,10205.0,30,146,95,32,3764555.0,89549.0,20140114.0,47.4163216933176,-102.813530764759,422.92786,103.69,2014,1,14,TFH,P & P
829,Operator 1,9644.0,20,161,95,31,4552041.0,85920.0,20140115.0,48.7212390464969,-103.061493710382,647.846835,89.18,2014,1,15,MBH,P & P
830,Operator 1,9555.0,24,152,99,16,2072890.0,45903.0,20140118.0,47.9916400062586,-103.358705397174,170.713435,41.59,2014,1,18,TFH,P & P
831,Operator 1,9387.0,30,152,99,16,2694760.0,54866.0,20140119.0,47.9916122895194,-103.35852557429,115.97124,28.19,2014,1,19,TF2,P & P
832,Operator 1,8161.0,27,153,101,6,3009408.0,51087.0,20140120.0,48.1093611342642,-103.727062425323,583.45945,47.69,2014,1,20,TFH,P & P
833,Operator 1,9640.0,30,141,99,30,2100559.0,52752.0,20140122.0,47.0082530313142,-103.271799541387,660.0,34.37,2014,1,22,TFH,P & P
834,Operator 1,10307.0,30,161,95,31,5665153.0,81947.0,20140122.0,48.7212399838855,-103.061307170056,644.62815,62.69,2014,1,22,TFH,P & P
835,Operator 1,9653.0,30,153,98,33,2926320.0,64138.0,20140122.0,48.0245818472441,-103.294348610207,660.0,113.1,2014,1,22,MBH,P & P
836,Operator 1,9438.0,30,152,99,16,2734080.0,55591.0,20140130.0,47.9916926984728,-103.359065042943,134.41538,55.73,2014,1,30,TF2,P & P
837,Operator 1,14615.0,14,162,95,31,6835324.0,92755.6428571429,20140131.0,48.8085777088291,-103.054688474509,660.0,90.99,2014,1,31,MBH,P & P
838,Operator 1,10079.0,30,159,95,20,4504748.0,61611.0,20140131.0,48.5887263234505,-102.983120031969,554.842595,55.74,2014,1,31,MBH,P & P
839,Operator 1,9575.0,30,159,95,27,4504748.0,61611.0,20140131.0,48.5744079312913,-102.933139262995,657.11961,74.13,2014,1,31,MBH,P & P
840,Operator 1,8335.0,29,153,101,6,3200202.0,47452.0,20140205.0,48.1093608910928,-103.72724674927,526.01515,48.69,2014,2,5,MBH,P & P
841,Operator 1,9574.0,30,141,98,24,2426049.0,54123.0,20140206.0,47.0101118619798,-103.045850832079,660.0,33.57,2014,2,6,TFH,P & P
842,Operator 1,9520.0,30,156,100,25,5883607.0,120177.0,20140206.0,48.312786694618,-103.485625078714,660.0,164.74,2014,2,6,MBH,P & P
843,Operator 1,9750.0,30,152,99,34,5634740.0,107216.0,20140209.0,47.9355877639394,-103.338983352283,639.983955,126.81,2014,2,9,TFH,P & P
844,Operator 1,9622.0,30,152,99,34,5776840.0,97829.0,20140209.0,47.9355875914634,-103.339167125419,573.179915,120.73,2014,2,9,TFH,P & P
845,Operator 1,10007.0,29,147,96,23,2763276.0,61103.0,20140210.0,47.5422902174659,-102.874521980766,392.01566,176.7,2014,2,10,TF2,P & P
846,Operator 1,9455.0,30,153,99,12,5862123.0,108404.0,20140211.0,48.0830731841592,-103.36372877485,654.55922,166.8,2014,2,11,MBH,P & P
847,Operator 1,9537.0,30,155,98,11,4533003.0,94392.0,20140214.0,48.2560943966325,-103.254873722948,588.62578,110.78,2014,2,14,MBH,P & P
848,Operator 1,9647.0,30,153,99,12,5898639.0,108392.0,20140214.0,48.0830730992406,-103.363544501341,632.10897,134.38,2014,2,14,TFH,P & P
849,Operator 1,9586.0,30,152,99,16,2706170.0,55674.0,20140215.0,47.9919304499872,-103.35538635928,152.997905,79.59,2014,2,15,TFH,P & P
850,Operator 1,9482.0,30,155,98,11,4441637.0,84847.0,20140216.0,48.2560960043163,-103.254688839314,372.36623,67.55,2014,2,16,TFH,P & P
851,Operator 1,10167.0,30,154,94,22,4250200.0,75471.6428571429,20140226.0,48.1404092334277,-102.752327616054,235.231295,143.19,2014,2,26,TFH,P & P
852,Operator 1,10051.0,30,154,94,22,6125419.0,95651.0,20140227.0,48.1404937565504,-102.752462309515,452.12513,142.14,2014,2,27,MBH,P & P
853,Operator 1,12625.0,43,153,101,16,3937842.0,85599.0,20140227.0,48.0753046842764,-103.6692613064,635.120235,52.16,2014,2,27,TFH,P & P
854,Operator 1,9610.0,30,155,98,10,5988538.0,119964.0,20140228.0,48.2560064116981,-103.263583793891,655.94797,117.13,2014,2,28,MBH,P & P
855,Operator 1,12154.0,41,153,101,16,3788746.0,74589.0,20140302.0,48.0754116354752,-103.669167885534,635.253,89.15,2014,3,2,MBH,P & P
856,Operator 1,9524.0,30,155,98,10,5935468.0,120377.0,20140304.0,48.2560071784962,-103.26376867742,655.94797,100.22,2014,3,4,TFH,P & P
857,Operator 1,8609.0,30,141,98,21,2965111.0,59769.0,20140306.0,47.0104920616095,-103.103839336472,660.0,38.18,2014,3,6,TFH,P & P
858,Operator 1,9456.0,30,161,94,25,4427871.0,59709.0,20140307.0,48.7483615109351,-102.81579541984,660.0,63.24,2014,3,7,TFH,P & P
859,Operator 1,9911.0,30,159,99,34,4385537.0,97786.0,20140310.0,48.547440843587,-103.462593332427,660.0,72.75,2014,3,10,TFH,P & P
860,Operator 1,9500.0,30,141,98,3,6102607.0,69128.0,20140313.0,47.0664958875621,-103.08770725192,660.0,20.9,2014,3,13,TFH,P & P
861,Operator 1,7604.0,24,153,101,16,2829582.0,64952.0,20140314.0,48.0750935230876,-103.669448167091,645.19065,36.24,2014,3,14,TFH,P & P
862,Operator 1,7047.0,24,153,101,16,3013084.0,56607.0,20140314.0,48.0751977330777,-103.669354727267,645.19065,83.66,2014,3,14,MBH,P & P
863,Operator 1,9217.0,30,161,94,21,4413781.0,55108.0,20140316.0,48.7511293569866,-102.887700211994,617.73132,47.02,2014,3,16,TFH,P & P
864,Operator 1,10063.0,30,161,94,21,4237375.0,55718.0,20140316.0,48.7510715586331,-102.88753590795,660.0,48.95,2014,3,16,TFH,P & P
865,Operator 1,11640.0,35,155,97,20,4315113.0,99181.0,20140317.0,48.2309068097239,-103.189133378452,616.95152,115.61,2014,3,17,MBH,P & P
866,Operator 1,11492.0,35,155,97,20,4143494.0,83303.0,20140319.0,48.2309058616863,-103.188948597315,616.95152,84.41,2014,3,19,TFH,P & P
867,Operator 1,9605.0,30,152,100,13,8879580.0,120270.0,20140321.0,47.9924191943965,-103.41340140047,660.0,164.32,2014,3,21,MBH,P & P
868,Operator 1,9590.0,30,161,94,27,4390823.0,56915.0,20140323.0,48.7485830666703,-102.857767301339,660.0,67.91,2014,3,23,TFH,P & P
869,Operator 1,9546.0,28,145,98,33,2034241.0,63108.0,20140326.0,47.3291993096121,-103.170293330698,660.0,53.69,2014,3,26,MBH,P & P
870,Operator 1,9142.0,30,153,101,14,3823168.0,95440.0,20140326.0,48.0803979511047,-103.634294762167,592.973045,106.52,2014,3,26,MBH,P & P
871,Operator 1,9235.0,30,153,101,14,3713785.0,84150.0,20140327.0,48.0804031764894,-103.634478984917,660.0,83.98,2014,3,27,TFH,P & P
872,Operator 1,9255.0,30,152,100,13,8094710.0,113774.0,20140329.0,47.9924607704528,-103.413597014194,660.0,91.67,2014,3,29,TFH,P & P
873,Operator 1,8381.0,30,155,97,20,5943119.0,118261.0,20140330.0,48.2309119712617,-103.190139409089,651.71092,113.12,2014,3,30,MBH,P & P
874,Operator 1,5413.0,30,161,94,23,4994779.0,62800.0,20140331.0,48.7502222666567,-102.838406385146,660.0,48.62,2014,3,31,TFH,P & P
875,Operator 1,10460.0,30,162,95,36,4449296.0,60128.0,20140331.0,48.8211330704766,-102.954734921358,660.0,51.3,2014,3,31,MBH,P & P
876,Operator 1,9678.0,40,155,98,12,4435261.0,252166.0,20140402.0,48.2561767535131,-103.220145445645,344.62337,93.99,2014,4,2,TFH,P & P
877,Operator 1,9540.0,31,145,96,3,6210545.0,117123.0,20140408.0,47.4019488041628,-102.896790481682,345.22615,74.23,2014,4,8,TFH,P & P
878,Operator 1,14811.0,51,161,94,23,6071087.0,79160.0,20140412.0,48.7502222666567,-102.837576854048,660.0,79.6,2014,4,12,TFH,P & P
879,Operator 1,9685.0,40,145,96,3,8052766.0,145145.0,20140412.0,47.4019480241069,-102.896376467019,659.62926,93.72,2014,4,12,TFH,P & P
880,Operator 1,9542.0,40,145,96,3,7646486.0,135490.0,20140412.0,47.401948461414,-102.89660856777,660.0,113.11,2014,4,12,MBH,P & P
881,Operator 1,9635.0,40,155,98,12,4584119.0,251934.0,20140413.0,48.2561767535131,-103.219960557537,635.2417,129.73,2014,4,13,MBH,P & P
882,Operator 1,9556.0,30,152,94,27,5883256.0,92227.0,20140415.0,47.9627008963435,-102.6923453532,483.75917,239.61,2014,4,15,MBH,P & P
883,Operator 1,9566.0,30,155,94,25,6081930.0,98295.0,20140415.0,48.225254262192,-102.707325588497,657.89852,110.83,2014,4,15,MBH,P & P
884,Operator 1,9590.0,40,155,94,25,8047909.0,134912.0,20140416.0,48.2252560540159,-102.707140859985,659.292615,122.6,2014,4,16,TFH,P & P
885,Operator 1,9530.0,30,161,94,5,4356300.0,57712.0,20140421.0,48.8062806787982,-102.909305270527,660.0,61.5,2014,4,21,TFH,P & P
886,Operator 1,11026.0,36,152,100,13,4135390.0,197988.0,20140423.0,47.9923561533964,-103.421617729168,609.70438,171.89,2014,4,23,MBH,P & P
887,Operator 1,9679.0,30,152,94,27,6087336.0,95746.0,20140424.0,47.9626943322045,-102.691528370363,579.616745,228.27,2014,4,24,TFH,P & P
888,Operator 1,9118.0,30,153,101,14,3597645.0,65761.0,20140425.0,48.0804056606542,-103.634663207668,660.0,111.44,2014,4,25,MBH,P & P
889,Operator 1,10974.0,30,159,95,3,4386631.0,60885.0,20140426.0,48.6324410740127,-102.946290407725,660.0,94.88,2014,4,26,MBH,P & P
890,Operator 1,10485.0,29,159,95,3,4265940.0,59593.0,20140426.0,48.6324406470039,-102.946104231897,647.254395,82.99,2014,4,26,TFH,P & P
891,Operator 1,9398.0,30,141,98,23,2845843.0,68197.0,20140504.0,47.0106753487654,-103.066754252678,660.0,44.65,2014,5,4,TFH,P & P
892,Operator 1,10581.0,30,159,95,3,4488421.0,65696.0,20140506.0,48.6324402199951,-102.945918056069,647.254395,94.94,2014,5,6,MBH,P & P
893,Operator 1,9187.0,30,154,100,21,3440027.0,195075.0,20140507.0,48.1408778852654,-103.544666554279,660.0,132.44,2014,5,7,TFH,P & P
894,Operator 1,9611.0,30,153,101,22,8640361.0,122070.0,20140512.0,48.0538241332602,-103.665188617907,653.73459,75.65,2014,5,12,TF2,P & P
895,Operator 1,9493.0,30,155,98,11,3473799.0,189915.0,20140517.0,48.2562695533085,-103.247095608006,655.17593,93.76,2014,5,17,MBH,P & P
896,Operator 1,9724.0,30,153,101,22,8876246.0,126938.0,20140520.0,48.0538238731001,-103.665004424564,639.063485,39.29,2014,5,20,TFH,P & P
897,Operator 1,9605.0,30,159,95,3,5642137.0,77459.0,20140520.0,48.6324433988382,-102.947304031676,639.325685,103.5,2014,5,20,MBH,P & P
898,Operator 1,9419.0,41,151,99,1,8469337.0,131066.0,20140522.0,47.9336167188408,-103.297090251235,402.432985,154.0,2014,5,22,MBH,P & P
899,Operator 1,10295.0,40,159,95,3,7650586.0,99070.0,20140522.0,48.632443825847,-102.947490207504,639.325685,77.62,2014,5,22,TFH,P & P
900,Operator 1,9697.0,30,141,99,18,2770739.0,61839.0,20140525.0,47.0374430979718,-103.277958825952,660.0,34.66,2014,5,25,TFH,P & P
901,Operator 1,9350.0,30,158,100,16,3448266.0,184853.0,20140526.0,48.5168419837926,-103.610273575713,660.0,97.48,2014,5,26,MBH,P & P
902,Operator 1,9976.0,30,159,95,3,5683901.0,73691.0,20140527.0,48.6324429718295,-102.947117855848,660.0,128.31,2014,5,27,TFH,P & P
903,Operator 1,9548.0,30,141,98,34,2792957.0,57474.0,20140601.0,46.981406544054,-103.087758551643,660.0,29.18,2014,6,1,TFH,P & P
904,Operator 1,9494.0,41,151,99,1,8446768.0,129969.0,20140601.0,47.9336159497161,-103.296906515903,340.542415,93.87,2014,6,1,TFH,P & P
905,Operator 1,10968.0,30,159,95,7,5692103.0,73683.0,20140607.0,48.6053844615063,-103.005002679539,616.467965,54.98,2014,6,7,MBH,P & P
906,Operator 1,10791.0,30,159,95,7,5706364.0,75947.0,20140608.0,48.6053838245185,-103.005325129026,609.43303,65.58,2014,6,8,TFH,P & P
907,Operator 1,9348.0,30,153,99,4,3419637.0,188295.0,20140608.0,48.1100959678996,-103.415105703,649.69036,163.34,2014,6,8,MBH,P & P
908,Operator 1,9401.0,30,153,99,12,3463434.0,193047.0,20140609.0,48.0830954111368,-103.352477047908,653.337315,176.84,2014,6,9,MBH,P & P
909,Operator 1,9519.0,30,141,98,25,5060596.0,84903.0,20140613.0,47.0087965352535,-103.045648039982,660.0,55.27,2014,6,13,TFH,P & P
910,Operator 1,9321.0,30,153,99,4,3386062.0,200365.0,20140615.0,48.1100958821661,-103.415290030043,640.94845,127.78,2014,6,15,TFH,P & P
911,Operator 1,10800.0,30,159,95,7,5711981.0,76827.0,20140615.0,48.6053834500079,-103.005511260803,583.92725,69.69,2014,6,15,MBH,P & P
912,Operator 1,9442.0,30,153,99,12,3429924.0,198585.0,20140617.0,48.0830954960574,-103.352661325696,657.179575,135.21,2014,6,17,TFH,P & P
913,Operator 1,9557.0,30,159,95,7,5757475.0,76705.0,20140618.0,48.605381036495,-103.006710776701,548.683805,60.86,2014,6,18,MBH,P & P
914,Operator 1,9309.0,30,151,97,11,6100424.0,90965.0,20140620.0,47.9071396235764,-103.050542543597,588.361855,93.48,2014,6,20,TFH,P & P
915,Operator 1,9445.0,30,157,98,6,4484596.0,218061.0,20140625.0,48.4586978384062,-103.392516628291,660.0,115.9,2014,6,25,MBH,P & P
916,Operator 1,11269.0,30,159,95,25,5588342.0,77187.0,20140626.0,48.5743967194646,-102.897581734792,164.860445,48.46,2014,6,26,TF2,P & P
917,Operator 1,9166.0,30,151,97,11,6050072.0,93110.0,20140626.0,47.9071385624971,-103.050358888451,636.507115,102.99,2014,6,26,MBH,P & P
918,Operator 1,9605.0,30,159,95,7,5734055.0,76136.0,20140626.0,48.6053814110056,-103.006524644924,596.308275,63.68,2014,6,26,TFH,P & P
919,Operator 1,10295.0,30,159,95,25,5356316.0,73283.0,20140627.0,48.5743975387086,-102.897395766414,266.219265,83.37,2014,6,27,TFH,P & P
920,Operator 1,9418.0,15,155,98,11,2691369.0,57909.0,20140628.0,48.2562689520329,-103.247280500265,596.805375,45.59,2014,6,28,TFH,P & P
921,Operator 1,9307.0,30,153,99,4,3421226.0,190051.0,20140629.0,48.110021620219,-103.427613524757,658.657795,133.23,2014,6,29,MBH,P & P
922,Operator 1,9297.0,30,153,99,4,5971167.0,102558.0,20140630.0,48.1100217059588,-103.427429184194,654.22729,138.8,2014,6,30,TFH,P & P
923,Operator 1,9738.0,30,159,95,7,5754563.0,75190.0,20140701.0,48.6053817855162,-103.006338513146,649.804065,50.6,2014,7,1,MBH,P & P
924,Operator 1,9407.0,30,158,100,22,4481051.0,215651.0,20140703.0,48.4896521192816,-103.593828696261,660.0,140.8,2014,7,3,MBH,P & P
925,Operator 1,9191.0,30,155,97,29,4478495.0,221756.0,20140705.0,48.2244297123398,-103.187056415553,655.05633,141.41,2014,7,5,MBH,P & P
926,Operator 1,9187.0,30,155,97,29,5989571.0,128036.0,20140706.0,48.2243795038568,-103.18688739509,629.04116,89.39,2014,7,6,TFH,P & P
927,Operator 1,10149.0,40,159,95,25,5992280.0,270811.0,20140709.0,48.5743959002207,-102.897767703171,162.086145,94.1,2014,7,9,MBH,P & P
928,Operator 1,9758.0,30,151,100,8,5933237.0,126156.0,20140713.0,47.9066505345881,-103.513644123888,660.0,93.3,2014,7,13,TFH,P & P
929,Operator 1,9794.0,27,151,100,8,4211992.0,170601.0,20140714.0,47.9066497563346,-103.513827791717,633.97243,122.9,2014,7,14,MBH,P & P
930,Operator 1,10451.0,30,160,95,28,5760072.0,77934.0,20140714.0,48.6489079065527,-102.967789997279,650.097975,83.51,2014,7,14,MBH,P & P
931,Operator 1,10441.0,30,160,95,28,5761434.0,78170.0,20140715.0,48.6489080766763,-102.967603711921,648.32601,86.94,2014,7,15,TFH,P & P
932,Operator 1,9525.0,30,141,99,28,5584901.0,92251.0,20140716.0,47.0083426780967,-103.230743553541,660.0,59.55,2014,7,16,TFH,P & P
933,Operator 1,9382.0,30,161,95,14,5797970.0,71002.0,20140718.0,48.7774509614923,-102.964519058015,660.0,47.25,2014,7,18,TFH,P & P
934,Operator 1,12341.0,40,155,97,28,6042965.0,299187.0,20140720.0,48.2198047460057,-103.155677825594,656.78496,94.43,2014,7,20,MBH,P & P
935,Operator 1,10513.0,40,160,95,28,7776262.0,101744.0,20140722.0,48.6489082467999,-102.967417426564,658.228035,107.08,2014,7,22,MBH,P & P
936,Operator 1,12456.0,40,155,97,28,8282608.0,163790.0,20140722.0,48.2198086913254,-103.155862627018,656.78496,68.04,2014,7,22,TFH,P & P
937,Operator 1,10130.0,29,158,99,13,4320898.0,210872.0,20140724.0,48.5166915765712,-103.421268087215,660.0,88.49,2014,7,24,MBH,P & P
938,Operator 1,9457.0,30,151,100,8,5436158.0,121570.0,20140727.0,47.9072186519139,-103.510252624577,645.714425,101.18,2014,7,27,MBH,P & P
939,Operator 1,9520.0,30,146,95,28,6199082.0,136169.0,20140727.0,47.4434645130814,-102.796703109994,142.51924,86.27,2014,7,27,TFH,P & P
940,Operator 1,9531.0,30,158,99,13,4484461.0,215144.0,20140729.0,48.5166913094159,-103.421082325236,660.0,64.73,2014,7,29,MBH,P & P
941,Operator 1,3003.0,10,153,99,17,1409368.0,76685.0,20140730.0,48.0812434060913,-103.433302101304,650.88965,166.85,2014,7,30,MBH,P & P
942,Operator 1,10102.0,33,159,95,25,6262956.0,85718.0,20140731.0,48.5743950809767,-102.897953671549,149.04665,35.57,2014,7,31,TFH,P & P
943,Operator 1,10216.0,29,159,95,25,5458770.0,77863.0,20140802.0,48.5743942617328,-102.898139639928,176.505775,37.0,2014,8,2,TF2,P & P
944,Operator 1,7394.0,20,155,97,28,2978981.0,146774.0,20140803.0,48.2197968553661,-103.155308222748,657.114455,68.73,2014,8,3,MBH,P & P
945,Operator 1,9408.0,30,146,95,28,5993331.0,127322.0,20140805.0,47.4434645130814,-102.79652109681,149.840595,84.94,2014,8,5,TF2,P & P
946,Operator 1,7416.0,20,155,97,28,3981657.0,77749.0,20140805.0,48.2198008006859,-103.155493024171,654.210075,59.47,2014,8,5,TFH,P & P
947,Operator 1,9275.0,30,146,95,28,6612949.0,123812.0,20140806.0,47.4434645130814,-102.796339083626,165.688535,149.24,2014,8,6,MBH,P & P
948,Operator 1,9561.0,30,155,98,10,4486992.0,221703.0,20140806.0,48.2560244740521,-103.267938828123,654.260835,125.81,2014,8,6,MBH,P & P
949,Operator 1,9545.0,30,158,99,14,4480390.0,217033.0,20140807.0,48.5167988446471,-103.441926461156,660.0,82.93,2014,8,7,MBH,P & P
950,Operator 1,9574.0,30,151,100,8,6213070.0,127486.0,20140808.0,47.9071535154972,-103.510097984517,634.911875,75.86,2014,8,8,TFH,P & P
951,Operator 1,10126.0,33,159,95,25,6203670.0,84040.0,20140808.0,48.5743934424888,-102.898325608306,153.13439,40.54,2014,8,8,TFH,P & P
952,Operator 1,9742.0,30,155,98,10,5845547.0,122158.0,20140808.0,48.2560252408501,-103.268123711652,632.77873,99.51,2014,8,8,TFH,P & P
953,Operator 1,9613.0,30,153,99,17,6062615.0,147179.0,20140811.0,48.0812432131849,-103.433486326938,650.88965,120.71,2014,8,11,TFH,P & P
954,Operator 1,9658.0,30,151,100,8,5874800.0,125213.0,20140811.0,47.907016368148,-103.501706818609,658.019585,100.32,2014,8,11,TFH,P & P
955,Operator 1,9532.0,30,141,99,4,5784540.0,94257.0,20140812.0,47.066163439142,-103.230639600048,660.0,70.9,2014,8,12,TFH,P & P
956,Operator 1,9588.0,40,158,98,20,8027994.0,154789.0,20140820.0,48.4892966042442,-103.378218252562,660.0,105.93,2014,8,20,MBH,P & P
957,Operator 1,9637.0,26,155,98,9,3860311.0,198565.0,20140820.0,48.2563324227454,-103.298436274233,643.148215,94.85,2014,8,20,MBH,P & P
958,Operator 1,9276.0,30,146,95,28,6105451.0,123343.0,20140821.0,47.443875741751,-102.796339083626,167.627515,97.96,2014,8,21,TF2,P & P
959,Operator 1,10630.0,40,154,94,27,8127353.0,137045.0,20140821.0,48.1389605290398,-102.744240949283,333.41924,159.25,2014,8,21,TF2,P & P
960,Operator 1,9530.0,30,162,96,21,5937804.0,221191.0,20140822.0,48.8371381158164,-103.144329169835,660.0,113.28,2014,8,22,MBH,P & P
961,Operator 1,9664.0,30,155,98,9,7258657.0,146217.0,20140822.0,48.2563314766702,-103.298251359536,643.148215,133.07,2014,8,22,TFH,P & P
962,Operator 1,9490.0,30,151,99,24,4472022.0,221549.0,20140823.0,47.8779114913782,-103.289589348292,655.376175,185.5,2014,8,23,MBH,P & P
963,Operator 1,10908.0,30,155,97,29,5946657.0,119264.0,20140823.0,48.2241143121809,-103.185955881304,623.71108,89.24,2014,8,23,TFH,P & P
964,Operator 1,9627.0,30,151,100,8,5552146.0,124013.0,20140826.0,47.9070171464013,-103.50152315082,660.0,129.81,2014,8,26,MBH,P & P
965,Operator 1,9472.0,30,151,99,24,6183222.0,123764.0,20140826.0,47.8779122611852,-103.289772904491,655.628015,131.48,2014,8,26,TFH,P & P
966,Operator 1,9333.0,40,151,96,8,8030220.0,177517.0,20140829.0,47.9069721902262,-102.993224394899,660.0,200.58,2014,8,29,TFH,P & P
967,Operator 1,9348.0,40,151,96,8,8327218.0,171232.0,20140831.0,47.9069584837489,-102.99304083077,653.10764,225.55,2014,8,31,MBH,P & P
968,Operator 1,9734.0,30,154,94,27,6114943.0,96330.0,20140831.0,48.1385492972503,-102.744240949283,168.539545,121.98,2014,8,31,MBH,P & P
969,Operator 1,10747.0,30,155,97,29,4481023.0,226328.0,20140831.0,48.2241618003508,-103.186128969655,623.71108,117.19,2014,8,31,TFH,P & P
970,Operator 1,9283.0,30,146,95,28,5539776.0,113306.0,20140902.0,47.443875741751,-102.796157070442,250.697335,110.25,2014,9,2,TF3,P & P
971,Operator 1,9332.0,30,151,99,24,6200341.0,92904.0,20140902.0,47.8779099517643,-103.289222235895,660.0,160.19,2014,9,2,MBH,P & P
972,Operator 1,10118.0,30,154,94,27,6095579.0,96384.0,20140906.0,48.1389575581493,-102.744056525545,262.07157,93.74,2014,9,6,TFH,P & P
973,Operator 1,9654.0,30,155,97,5,4870665.0,185248.0,20140908.0,48.2836306357781,-103.185598487607,660.0,132.45,2014,9,8,MBH,P & P
974,Operator 1,9655.0,30,155,97,5,7524953.0,135957.0,20140910.0,48.283629532959,-103.185413553326,660.0,95.47,2014,9,10,TFH,P & P
975,Operator 1,10023.0,30,154,94,27,6100020.0,96424.0,20140911.0,48.1389545872589,-102.743872101807,302.575565,104.07,2014,9,11,TF2,P & P
976,Operator 1,10372.0,40,160,95,32,4755190.0,86853.0,20140912.0,48.6466998011945,-102.977459146949,654.46466,100.32,2014,9,12,TFH,P & P
